Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
Valorant Champions 2024,Group Stage,Decider (D),Sunset,EDward Gaming,cypher,1,0,1
Valorant Champions 2024,Group Stage,Decider (D),Sunset,EDward Gaming,neon,1,0,1
Valorant Champions 2024,Group Stage,Decider (D),Sunset,Paper Rex,omen,0,1,1
Valorant Champions 2024,Group Stage,Decider (D),Sunset,Paper Rex,raze,0,1,1
Valorant Champions 2024,Group Stage,Decider (D),Sunset,Paper Rex,sage,0,1,1
Valorant Champions 2024,Group Stage,Decider (D),Sunset,Paper Rex,breach,0,1,1
Valorant Champions 2024,Group Stage,Decider (D),Sunset,Paper Rex,gekko,0,1,1
Valorant Champions 2024,Group Stage,Decider (D),Lotus,EDward Gaming,omen,1,0,1
Valorant Champions 2024,Group Stage,Decider (D),Lotus,EDward Gaming,breach,1,0,1
Valorant Champions 2024,Group Stage,Decider (D),Lotus,EDward Gaming,neon,1,0,1
Valorant Champions 2024,Group Stage,Decider (D),Lotus,EDward Gaming,clove,1,0,1
Valorant Champions 2024,Group Stage,Decider (D),Lotus,EDward Gaming,fade,1,0,1
Valorant Champions 2024,Group Stage,Decider (D),Lotus,Paper Rex,omen,0,1,1
Valorant Champions 2024,Group Stage,Decider (D),Lotus,Paper Rex,jett,0,1,1
Valorant Champions 2024,Group Stage,Decider (D),Lotus,Paper Rex,raze,0,1,1
Valorant Champions 2024,Group Stage,Decider (D),Lotus,Paper Rex,cypher,0,1,1
Valorant Champions 2024,Group Stage,Decider (D),Lotus,Paper Rex,skye,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Team Heretics,viper,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Bind,Team Heretics,raze,1,1,3
Valorant Champions 2024,All Stages,All Match Types,Bind,Team Heretics,fade,1,1,3
Valorant Champions 2024,All Stages,All Match Types,Bind,Team Heretics,gekko,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Bind,Team Heretics,brimstone,1,1,3
Valorant Champions 2024,All Stages,All Match Types,Bind,Team Heretics,astra,1,0,3
Valorant Champions 2024,All Stages,All Match Types,Bind,Team Heretics,skye,1,0,3
Valorant Champions 2024,All Stages,All Match Types,Bind,Team Heretics,yoru,1,0,3
Valorant Champions 2024,All Stages,All Match Types,Bind,EDward Gaming,viper,2,2,4
Valorant Champions 2024,All Stages,All Match Types,Bind,EDward Gaming,raze,2,2,4
Valorant Champions 2024,All Stages,All Match Types,Bind,EDward Gaming,fade,2,2,4
Valorant Champions 2024,All Stages,All Match Types,Bind,EDward Gaming,gekko,2,2,4
Valorant Champions 2024,All Stages,All Match Types,Bind,EDward Gaming,brimstone,2,2,4
Valorant Champions 2024,All Stages,All Match Types,Bind,LEVIATÁN,viper,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Bind,LEVIATÁN,raze,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Bind,LEVIATÁN,gekko,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Bind,LEVIATÁN,brimstone,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Bind,LEVIATÁN,skye,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Bind,Sentinels,viper,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Bind,Sentinels,raze,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Bind,Sentinels,fade,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Bind,Sentinels,gekko,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Bind,Sentinels,brimstone,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Bind,FNATIC,viper,3,0,3
Valorant Champions 2024,All Stages,All Match Types,Bind,FNATIC,raze,3,0,3
Valorant Champions 2024,All Stages,All Match Types,Bind,FNATIC,fade,3,0,3
Valorant Champions 2024,All Stages,All Match Types,Bind,FNATIC,gekko,3,0,3
Valorant Champions 2024,All Stages,All Match Types,Bind,FNATIC,astra,3,0,3
Valorant Champions 2024,All Stages,All Match Types,Bind,DRX,viper,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Bind,DRX,raze,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Bind,DRX,fade,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Bind,DRX,gekko,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Bind,DRX,brimstone,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Trace Esports,cypher,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Bind,Trace Esports,raze,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Bind,Trace Esports,brimstone,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Bind,Trace Esports,skye,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Bind,Trace Esports,deadlock,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Bind,G2 Esports,viper,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Bind,G2 Esports,raze,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Bind,G2 Esports,gekko,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Bind,G2 Esports,brimstone,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Bind,G2 Esports,skye,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Bind,KRÜ Esports,viper,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,KRÜ Esports,raze,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,KRÜ Esports,fade,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,KRÜ Esports,gekko,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,KRÜ Esports,brimstone,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Gen.G,viper,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Gen.G,cypher,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Gen.G,raze,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Gen.G,brimstone,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Gen.G,skye,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Team Vitality,omen,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Team Vitality,viper,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Team Vitality,raze,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Team Vitality,fade,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Team Vitality,gekko,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Paper Rex,viper,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Paper Rex,raze,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Paper Rex,fade,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Paper Rex,gekko,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Paper Rex,brimstone,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Bind,FunPlus Phoenix,omen,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Bind,FunPlus Phoenix,viper,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Bind,FunPlus Phoenix,fade,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Bind,FunPlus Phoenix,yoru,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Bind,FunPlus Phoenix,chamber,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Bind,Bilibili Gaming,viper,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Bilibili Gaming,cypher,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Bilibili Gaming,raze,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Bilibili Gaming,brimstone,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Bilibili Gaming,skye,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Talon Esports,omen,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Talon Esports,viper,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Talon Esports,neon,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Talon Esports,skye,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,Talon Esports,yoru,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Bind,FUT Esports,viper,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Bind,FUT Esports,raze,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Bind,FUT Esports,fade,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Bind,FUT Esports,gekko,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Bind,FUT Esports,brimstone,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,Team Heretics,omen,4,2,6
Valorant Champions 2024,All Stages,All Match Types,Lotus,Team Heretics,viper,4,2,6
Valorant Champions 2024,All Stages,All Match Types,Lotus,Team Heretics,raze,4,2,6
Valorant Champions 2024,All Stages,All Match Types,Lotus,Team Heretics,fade,4,2,6
Valorant Champions 2024,All Stages,All Match Types,Lotus,Team Heretics,killjoy,4,2,6
Valorant Champions 2024,All Stages,All Match Types,Lotus,EDward Gaming,omen,5,0,5
Valorant Champions 2024,All Stages,All Match Types,Lotus,EDward Gaming,fade,5,0,5
Valorant Champions 2024,All Stages,All Match Types,Lotus,EDward Gaming,breach,5,0,5
Valorant Champions 2024,All Stages,All Match Types,Lotus,EDward Gaming,neon,5,0,5
Valorant Champions 2024,All Stages,All Match Types,Lotus,EDward Gaming,clove,5,0,5
Valorant Champions 2024,All Stages,All Match Types,Lotus,LEVIATÁN,omen,1,2,3
Valorant Champions 2024,All Stages,All Match Types,Lotus,LEVIATÁN,cypher,1,2,3
Valorant Champions 2024,All Stages,All Match Types,Lotus,LEVIATÁN,raze,1,2,3
Valorant Champions 2024,All Stages,All Match Types,Lotus,LEVIATÁN,fade,1,2,3
Valorant Champions 2024,All Stages,All Match Types,Lotus,LEVIATÁN,breach,1,2,3
Valorant Champions 2024,All Stages,All Match Types,Lotus,Sentinels,omen,3,1,4
Valorant Champions 2024,All Stages,All Match Types,Lotus,Sentinels,viper,3,1,4
Valorant Champions 2024,All Stages,All Match Types,Lotus,Sentinels,raze,3,1,4
Valorant Champions 2024,All Stages,All Match Types,Lotus,Sentinels,fade,3,1,4
Valorant Champions 2024,All Stages,All Match Types,Lotus,Sentinels,killjoy,3,1,4
Valorant Champions 2024,All Stages,All Match Types,Lotus,FNATIC,omen,2,3,5
Valorant Champions 2024,All Stages,All Match Types,Lotus,FNATIC,viper,2,3,5
Valorant Champions 2024,All Stages,All Match Types,Lotus,FNATIC,raze,2,3,5
Valorant Champions 2024,All Stages,All Match Types,Lotus,FNATIC,fade,2,3,5
Valorant Champions 2024,All Stages,All Match Types,Lotus,FNATIC,killjoy,2,3,5
Valorant Champions 2024,All Stages,All Match Types,Lotus,DRX,omen,2,0,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,DRX,viper,2,0,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,DRX,raze,2,0,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,DRX,fade,2,0,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,DRX,chamber,2,0,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,Trace Esports,omen,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Lotus,Trace Esports,viper,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Lotus,Trace Esports,raze,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Lotus,Trace Esports,fade,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Lotus,Trace Esports,killjoy,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Lotus,G2 Esports,omen,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Lotus,G2 Esports,viper,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Lotus,G2 Esports,raze,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Lotus,G2 Esports,fade,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Lotus,G2 Esports,killjoy,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Lotus,KRÜ Esports,omen,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,KRÜ Esports,viper,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,KRÜ Esports,raze,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,KRÜ Esports,fade,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,KRÜ Esports,killjoy,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,Gen.G,omen,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,Gen.G,viper,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,Gen.G,raze,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,Gen.G,fade,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,Gen.G,killjoy,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,Team Vitality,omen,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Lotus,Team Vitality,cypher,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Lotus,Team Vitality,raze,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Lotus,Team Vitality,fade,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Lotus,Team Vitality,breach,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Lotus,Paper Rex,omen,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,Paper Rex,fade,0,1,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,Paper Rex,jett,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,Paper Rex,neon,0,1,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,Paper Rex,kayo,0,1,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,Paper Rex,cypher,0,1,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,Paper Rex,raze,0,1,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,Paper Rex,skye,0,1,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,FunPlus Phoenix,omen,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,FunPlus Phoenix,viper,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,FunPlus Phoenix,raze,0,1,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,FunPlus Phoenix,gekko,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,FunPlus Phoenix,astra,0,1,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,FunPlus Phoenix,breach,0,1,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,FunPlus Phoenix,chamber,0,1,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,Bilibili Gaming,omen,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,Bilibili Gaming,cypher,0,1,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,Bilibili Gaming,fade,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,Bilibili Gaming,breach,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,Bilibili Gaming,neon,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,Bilibili Gaming,viper,0,1,2
Valorant Champions 2024,All Stages,All Match Types,Lotus,Talon Esports,omen,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Lotus,Talon Esports,raze,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Lotus,Talon Esports,fade,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Lotus,Talon Esports,deadlock,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Lotus,Talon Esports,clove,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Lotus,FUT Esports,omen,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Lotus,FUT Esports,viper,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Lotus,FUT Esports,cypher,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Lotus,FUT Esports,jett,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Lotus,FUT Esports,breach,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Haven,Team Heretics,omen,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Haven,Team Heretics,sova,1,0,2
Valorant Champions 2024,All Stages,All Match Types,Haven,Team Heretics,cypher,1,0,2
Valorant Champions 2024,All Stages,All Match Types,Haven,Team Heretics,breach,1,0,2
Valorant Champions 2024,All Stages,All Match Types,Haven,Team Heretics,neon,1,0,2
Valorant Champions 2024,All Stages,All Match Types,Haven,Team Heretics,raze,0,1,2
Valorant Champions 2024,All Stages,All Match Types,Haven,Team Heretics,killjoy,0,1,2
Valorant Champions 2024,All Stages,All Match Types,Haven,Team Heretics,gekko,0,1,2
Valorant Champions 2024,All Stages,All Match Types,Haven,Team Heretics,sage,0,1,2
Valorant Champions 2024,All Stages,All Match Types,Haven,EDward Gaming,omen,0,3,3
Valorant Champions 2024,All Stages,All Match Types,Haven,EDward Gaming,sova,0,3,3
Valorant Champions 2024,All Stages,All Match Types,Haven,EDward Gaming,cypher,0,3,3
Valorant Champions 2024,All Stages,All Match Types,Haven,EDward Gaming,breach,0,3,3
Valorant Champions 2024,All Stages,All Match Types,Haven,EDward Gaming,neon,0,3,3
Valorant Champions 2024,All Stages,All Match Types,Haven,Sentinels,omen,3,1,4
Valorant Champions 2024,All Stages,All Match Types,Haven,Sentinels,sova,3,1,4
Valorant Champions 2024,All Stages,All Match Types,Haven,Sentinels,cypher,3,1,4
Valorant Champions 2024,All Stages,All Match Types,Haven,Sentinels,jett,0,1,4
Valorant Champions 2024,All Stages,All Match Types,Haven,Sentinels,breach,3,1,4
Valorant Champions 2024,All Stages,All Match Types,Haven,Sentinels,neon,3,0,4
Valorant Champions 2024,All Stages,All Match Types,Haven,FNATIC,omen,2,0,2
Valorant Champions 2024,All Stages,All Match Types,Haven,FNATIC,sova,2,0,2
Valorant Champions 2024,All Stages,All Match Types,Haven,FNATIC,cypher,2,0,2
Valorant Champions 2024,All Stages,All Match Types,Haven,FNATIC,yoru,2,0,2
Valorant Champions 2024,All Stages,All Match Types,Haven,FNATIC,iso,2,0,2
Valorant Champions 2024,All Stages,All Match Types,Haven,DRX,omen,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Haven,DRX,sova,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Haven,DRX,cypher,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Haven,DRX,jett,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Haven,DRX,breach,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Haven,G2 Esports,omen,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Haven,G2 Esports,sova,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Haven,G2 Esports,viper,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Haven,G2 Esports,killjoy,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Haven,G2 Esports,yoru,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Haven,KRÜ Esports,omen,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Haven,KRÜ Esports,sova,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Haven,KRÜ Esports,cypher,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Haven,KRÜ Esports,breach,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Haven,KRÜ Esports,neon,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Haven,Gen.G,omen,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Haven,Gen.G,viper,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Haven,Gen.G,killjoy,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Haven,Gen.G,jett,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Haven,Gen.G,skye,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,Team Heretics,sova,3,4,7
Valorant Champions 2024,All Stages,All Match Types,Abyss,Team Heretics,cypher,3,4,7
Valorant Champions 2024,All Stages,All Match Types,Abyss,Team Heretics,jett,3,4,7
Valorant Champions 2024,All Stages,All Match Types,Abyss,Team Heretics,gekko,3,4,7
Valorant Champions 2024,All Stages,All Match Types,Abyss,Team Heretics,astra,3,4,7
Valorant Champions 2024,All Stages,All Match Types,Abyss,EDward Gaming,omen,2,0,2
Valorant Champions 2024,All Stages,All Match Types,Abyss,EDward Gaming,sova,2,0,2
Valorant Champions 2024,All Stages,All Match Types,Abyss,EDward Gaming,jett,2,0,2
Valorant Champions 2024,All Stages,All Match Types,Abyss,EDward Gaming,kayo,2,0,2
Valorant Champions 2024,All Stages,All Match Types,Abyss,EDward Gaming,astra,2,0,2
Valorant Champions 2024,All Stages,All Match Types,Abyss,LEVIATÁN,omen,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Abyss,LEVIATÁN,sova,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Abyss,LEVIATÁN,cypher,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Abyss,LEVIATÁN,jett,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Abyss,LEVIATÁN,harbor,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Abyss,Sentinels,omen,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,Sentinels,sova,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,Sentinels,cypher,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,Sentinels,jett,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,Sentinels,kayo,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,FNATIC,sova,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Abyss,FNATIC,viper,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Abyss,FNATIC,killjoy,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Abyss,FNATIC,astra,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Abyss,FNATIC,yoru,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Abyss,DRX,omen,4,0,4
Valorant Champions 2024,All Stages,All Match Types,Abyss,DRX,sova,4,0,4
Valorant Champions 2024,All Stages,All Match Types,Abyss,DRX,cypher,4,0,4
Valorant Champions 2024,All Stages,All Match Types,Abyss,DRX,jett,4,0,4
Valorant Champions 2024,All Stages,All Match Types,Abyss,DRX,kayo,4,0,4
Valorant Champions 2024,All Stages,All Match Types,Abyss,Trace Esports,sova,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,Trace Esports,cypher,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,Trace Esports,jett,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,Trace Esports,kayo,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,Trace Esports,astra,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,G2 Esports,sova,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,G2 Esports,viper,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,G2 Esports,killjoy,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,G2 Esports,astra,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,G2 Esports,yoru,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,KRÜ Esports,omen,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,KRÜ Esports,sova,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,KRÜ Esports,cypher,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,KRÜ Esports,kayo,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,KRÜ Esports,harbor,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,Gen.G,sova,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,Gen.G,viper,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,Gen.G,jett,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,Gen.G,astra,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,Gen.G,yoru,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,FunPlus Phoenix,omen,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,FunPlus Phoenix,viper,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,FunPlus Phoenix,cypher,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,FunPlus Phoenix,fade,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Abyss,FunPlus Phoenix,yoru,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Icebox,Team Heretics,sova,3,1,4
Valorant Champions 2024,All Stages,All Match Types,Icebox,Team Heretics,viper,3,1,4
Valorant Champions 2024,All Stages,All Match Types,Icebox,Team Heretics,killjoy,3,1,4
Valorant Champions 2024,All Stages,All Match Types,Icebox,Team Heretics,gekko,3,1,4
Valorant Champions 2024,All Stages,All Match Types,Icebox,Team Heretics,neon,3,1,4
Valorant Champions 2024,All Stages,All Match Types,Icebox,EDward Gaming,sova,1,2,3
Valorant Champions 2024,All Stages,All Match Types,Icebox,EDward Gaming,viper,1,2,3
Valorant Champions 2024,All Stages,All Match Types,Icebox,EDward Gaming,killjoy,1,2,3
Valorant Champions 2024,All Stages,All Match Types,Icebox,EDward Gaming,jett,1,2,3
Valorant Champions 2024,All Stages,All Match Types,Icebox,EDward Gaming,kayo,1,2,3
Valorant Champions 2024,All Stages,All Match Types,Icebox,LEVIATÁN,sova,4,1,5
Valorant Champions 2024,All Stages,All Match Types,Icebox,LEVIATÁN,viper,4,1,5
Valorant Champions 2024,All Stages,All Match Types,Icebox,LEVIATÁN,killjoy,4,1,5
Valorant Champions 2024,All Stages,All Match Types,Icebox,LEVIATÁN,jett,4,1,5
Valorant Champions 2024,All Stages,All Match Types,Icebox,LEVIATÁN,harbor,4,1,5
Valorant Champions 2024,All Stages,All Match Types,Icebox,Sentinels,sova,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Icebox,Sentinels,viper,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Icebox,Sentinels,killjoy,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Icebox,Sentinels,jett,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Icebox,Sentinels,kayo,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Icebox,DRX,sova,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Icebox,DRX,viper,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Icebox,DRX,killjoy,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Icebox,DRX,jett,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Icebox,DRX,kayo,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Icebox,G2 Esports,sova,1,2,3
Valorant Champions 2024,All Stages,All Match Types,Icebox,G2 Esports,viper,1,2,3
Valorant Champions 2024,All Stages,All Match Types,Icebox,G2 Esports,killjoy,1,2,3
Valorant Champions 2024,All Stages,All Match Types,Icebox,G2 Esports,gekko,1,2,3
Valorant Champions 2024,All Stages,All Match Types,Icebox,G2 Esports,harbor,1,2,3
Valorant Champions 2024,All Stages,All Match Types,Icebox,KRÜ Esports,sova,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Icebox,KRÜ Esports,viper,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Icebox,KRÜ Esports,killjoy,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Icebox,KRÜ Esports,jett,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Icebox,KRÜ Esports,gekko,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Icebox,Gen.G,viper,0,1,1
